,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
10,11,metapod,bug,,"[['string-shot', 'bug'], ['harden', 'normal'], ['iron-defense', 'steel'], ['bug-bite', 'bug'], ['electroweb', 'electric']]",50,20,55,25,25,30
11,12,butterfree,bug,flying,"[['razor-wind', 'normal'], ['gust', 'flying'], ['whirlwind', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['supersonic', 'normal'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['mega-drain', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['string-shot', 'bug'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['reflect', 'psychic'], ['bide', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['psywave', 'psychic'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['baton-pass', 'normal'], ['sweet-scent', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['skill-swap', 'psychic'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['iron-defense', 'steel'], ['roost', 'flying'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['bug-buzz', 'bug'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['bug-bite', 'bug'], ['ominous-wind', 'ghost'], ['venoshock', 'poison'], ['rage-powder', 'bug'], ['quiver-dance', 'bug'], ['round', 'normal'], ['acrobatics', 'flying'], ['struggle-bug', 'bug'], ['electroweb', 'electric'], ['hurricane', 'flying'], ['draining-kiss', 'fairy'], ['confide', 'normal'], ['infestation', 'bug'], ['pollen-puff', 'bug'], ['dual-wingbeat', 'flying']]",60,45,50,90,80,70
12,13,weedle,bug,poison,"[['poison-sting', 'poison'], ['string-shot', 'bug'], ['bug-bite', 'bug'], ['electroweb', 'electric']]",40,35,30,20,20,50
13,14,kakuna,bug,poison,"[['string-shot', 'bug'], ['harden', 'normal'], ['iron-defense', 'steel'], ['bug-bite', 'bug'], ['electroweb', 'electric']]",45,25,50,25,25,35
14,15,beedrill,bug,poison,"[['swords-dance', 'normal'], ['cut', 'normal'], ['headbutt', 'normal'], ['fury-attack', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['poison-sting', 'poison'], ['twineedle', 'bug'], ['pin-missile', 'bug'], ['hyper-beam', 'normal'], ['peck', 'flying'], ['mega-drain', 'grass'], ['solar-beam', 'grass'], ['string-shot', 'bug'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['outrage', 'dragon'], ['giga-drain', 'grass'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['sweet-scent', 'normal'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['payback', 'dark'], ['assurance', 'dark'], ['toxic-spikes', 'poison'], ['poison-jab', 'poison'], ['x-scissor', 'bug'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['bug-bite', 'bug'], ['ominous-wind', 'ghost'], ['venoshock', 'poison'], ['round', 'normal'], ['acrobatics', 'flying'], ['struggle-bug', 'bug'], ['electroweb', 'electric'], ['drill-run', 'ground'], ['fell-stinger', 'bug'], ['confide', 'normal'], ['infestation', 'bug'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['brutal-swing', 'dark']]",65,90,40,45,80,75
15,16,pidgey,normal,flying,"[['razor-wind', 'normal'], ['gust', 'flying'], ['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['bide', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['foresight', 'normal'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['brave-bird', 'flying'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['work-up', 'normal'], ['hurricane', 'flying'], ['confide', 'normal']]",40,45,40,35,35,56
16,17,pidgeotto,normal,flying,"[['razor-wind', 'normal'], ['gust', 'flying'], ['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['bide', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['work-up', 'normal'], ['hurricane', 'flying'], ['confide', 'normal']]",63,60,55,50,50,71
17,18,pidgeot,normal,flying,"[['razor-wind', 'normal'], ['gust', 'flying'], ['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['bide', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['work-up', 'normal'], ['hurricane', 'flying'], ['confide', 'normal'], ['laser-focus', 'normal']]",83,80,75,70,70,101
18,19,rattata,normal,,"[['cut', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['bite', 'dark'], ['water-gun', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['counter', 'fighting'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['fury-swipes', 'normal'], ['rest', 'psychic'], ['hyper-fang', 'normal'], ['super-fang', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['flame-wheel', 'fire'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['facade', 'normal'], ['taunt', 'dark'], ['revenge', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['covet', 'normal'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['u-turn', 'bug'], ['assurance', 'dark'], ['me-first', 'normal'], ['last-resort', 'normal'], ['sucker-punch', 'dark'], ['zen-headbutt', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['round', 'normal'], ['retaliate', 'normal'], ['final-gambit', 'fighting'], ['work-up', 'normal'], ['wild-charge', 'electric'], ['confide', 'normal'], ['laser-focus', 'normal']]",30,56,35,25,35,72
19,20,raticate,normal,,"[['swords-dance', 'normal'], ['cut', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['bite', 'dark'], ['roar', 'normal'], ['water-gun', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['counter', 'fighting'], ['strength', 'normal'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['fury-swipes', 'normal'], ['rest', 'psychic'], ['hyper-fang', 'normal'], ['super-fang', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['facade', 'normal'], ['taunt', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['covet', 'normal'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['u-turn', 'bug'], ['assurance', 'dark'], ['last-resort', 'normal'], ['sucker-punch', 'dark'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['round', 'normal'], ['retaliate', 'normal'], ['work-up', 'normal'], ['wild-charge', 'electric'], ['confide', 'normal'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['stomping-tantrum', 'ground']]",55,81,60,50,70,97
20,21,spearow,normal,flying,"[['razor-wind', 'normal'], ['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['headbutt', 'normal'], ['fury-attack', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['growl', 'normal'], ['peck', 'flying'], ['drill-peck', 'flying'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['tri-attack', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['detect', 'fighting'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['astonish', 'ghost'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['assurance', 'dark'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['echoed-voice', 'normal'], ['work-up', 'normal'], ['drill-run', 'ground'], ['confide', 'normal']]",40,60,30,31,31,70
21,22,fearow,normal,flying,"[['razor-wind', 'normal'], ['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['headbutt', 'normal'], ['fury-attack', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['growl', 'normal'], ['hyper-beam', 'normal'], ['peck', 'flying'], ['drill-peck', 'flying'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['tri-attack', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['detect', 'fighting'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['assurance', 'dark'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['echoed-voice', 'normal'], ['work-up', 'normal'], ['drill-run', 'ground'], ['confide', 'normal'], ['laser-focus', 'normal'], ['throat-chop', 'dark']]",65,90,65,61,61,100
22,23,ekans,poison,,"[['bind', 'normal'], ['slam', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['wrap', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['poison-sting', 'poison'], ['leer', 'normal'], ['bite', 'dark'], ['disable', 'normal'], ['acid', 'poison'], ['strength', 'normal'], ['mega-drain', 'grass'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['bide', 'normal'], ['skull-bash', 'normal'], ['glare', 'normal'], ['leech-life', 'bug'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['beat-up', 'dark'], ['stockpile', 'normal'], ['spit-up', 'normal'], ['swallow', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['knock-off', 'dark'], ['snatch', 'dark'], ['secret-power', 'normal'], ['poison-fang', 'poison'], ['rock-tomb', 'rock'], ['mud-shot', 'ground'], ['poison-tail', 'poison'], ['natural-gift', 'normal'], ['payback', 'dark'], ['gastro-acid', 'poison'], ['sucker-punch', 'dark'], ['toxic-spikes', 'poison'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['aqua-tail', 'water'], ['seed-bomb', 'grass'], ['switcheroo', 'dark'], ['fire-fang', 'fire'], ['mud-bomb', 'ground'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['venoshock', 'poison'], ['sludge-wave', 'poison'], ['coil', 'poison'], ['acid-spray', 'poison'], ['round', 'normal'], ['bulldoze', 'ground'], ['snarl', 'dark'], ['belch', 'poison'], ['confide', 'normal'], ['infestation', 'bug'], ['brutal-swing', 'dark'], ['psychic-fangs', 'psychic'], ['scale-shot', 'dragon'], ['skitter-smack', 'bug'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",35,60,44,40,54,55
23,24,arbok,poison,,"[['bind', 'normal'], ['slam', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['wrap', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['poison-sting', 'poison'], ['leer', 'normal'], ['bite', 'dark'], ['acid', 'poison'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['mega-drain', 'grass'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['bide', 'normal'], ['skull-bash', 'normal'], ['glare', 'normal'], ['leech-life', 'bug'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pain-split', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['stockpile', 'normal'], ['spit-up', 'normal'], ['swallow', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['knock-off', 'dark'], ['snatch', 'dark'], ['secret-power', 'normal'], ['poison-fang', 'poison'], ['rock-tomb', 'rock'], ['mud-shot', 'ground'], ['poison-tail', 'poison'], ['natural-gift', 'normal'], ['payback', 'dark'], ['gastro-acid', 'poison'], ['sucker-punch', 'dark'], ['toxic-spikes', 'poison'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['aqua-tail', 'water'], ['seed-bomb', 'grass'], ['switcheroo', 'dark'], ['giga-impact', 'normal'], ['thunder-fang', 'electric'], ['ice-fang', 'ice'], ['fire-fang', 'fire'], ['mud-bomb', 'ground'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['venoshock', 'poison'], ['sludge-wave', 'poison'], ['coil', 'poison'], ['acid-spray', 'poison'], ['round', 'normal'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['snarl', 'dark'], ['belch', 'poison'], ['confide', 'normal'], ['infestation', 'bug'], ['throat-chop', 'dark'], ['brutal-swing', 'dark'], ['psychic-fangs', 'psychic'], ['stomping-tantrum', 'ground'], ['breaking-swipe', 'dragon'], ['scale-shot', 'dragon'], ['skitter-smack', 'bug'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",60,95,69,65,79,80
24,25,pikachu,electric,,"[['mega-punch', 'normal'], ['pay-day', 'normal'], ['thunder-punch', 'electric'], ['slam', 'normal'], ['double-kick', 'fighting'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['growl', 'normal'], ['surf', 'water'], ['submission', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['protect', 'normal'], ['sweet-kiss', 'fairy'], ['mud-slap', 'ground'], ['zap-cannon', 'electric'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['spark', 'electric'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['charge', 'electric'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['signal-beam', 'bug'], ['covet', 'normal'], ['volt-tackle', 'electric'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['feint', 'normal'], ['fling', 'dark'], ['magnet-rise', 'electric'], ['nasty-plot', 'dark'], ['discharge', 'electric'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['round', 'normal'], ['echoed-voice', 'normal'], ['volt-switch', 'electric'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['play-rough', 'fairy'], ['play-nice', 'normal'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['electric-terrain', 'electric'], ['nuzzle', 'electric'], ['laser-focus', 'normal'], ['rising-voltage', 'electric'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['alluring-voice', 'fairy'], ['upper-hand', 'fighting']]",35,55,40,50,50,90
